itemDescription,averageCost
2pcs Longganisa with Unli Garlic Rice,25.188092
Superbowl Siomai Plain Rice,40.974600
Superbowl Siomai Garlic Rice,45.447800
Superbowl Sharksfin Garlic Rice,45.447800
Superbowl Sharksfin Plain Rice,40.974600
1pc Longganisa with Egg and Unli Rice,20.220985
2pcs Longganisa with Egg and Unli Rice,27.807769
1pc Longganisa w/Egg&UnliGarlicRice,24.601308
2pcs Longganisa w/Egg&UnliGarlicRice,32.188092
DSF Longganisa 1pc,7.586784
2pcs Longga w/ Egg & Garlic Rice & TB Americano 8oz,37.098806
Spicy Tuna Siopao Large E,23.214300
Unlimited Rice,5.634201
Unlimited Rice Combo,5.891600
QB Fried Chicken 1pc,31.170900
TJ Fried Hotdog Classic 8in,16.358754
TJ Fried Hotdog Cheese 8in,17.253028
Karaage 4pcs/stick,30.838385
Shanghai Roll 1pc,6.330000
Shanghai Roll 3pcs,19.749900
Fried Sharkfin 4pcs,16.964300
Fried Siomai 4pcs,16.964300
Asado Siopao Large  E,25.053600
Bola - Bola Siopao Large  E,25.053600
DSF Cooked Rice 1g,0.039400
DSF Shanghai Roll 1pc,6.583300
DSF EST Fried Sharksfin 1 stick,16.964300
DSF EST Fried Siomai 1 stick,16.964300
DSF TJ Classic Hotdog 1pc,16.117379
DSF TJ Cheese Hotdog 1pc,17.253028
DSR Hotdog Bun 1pc,4.731138
QB Fried Chicken 1 pc Disposal,31.170900
Guru Guru,25.000000
Minute Maid Fresh Orange 12oz,11.051400
Minute Maid Fresh Orange 16oz,14.487000
Minute Maid Fresh Orange 22oz,17.935800
Quezo de Bola Soft Ice,13.167500
Quezo de Bola & Charcoal Mix Soft Ice,13.390797
Soft Ice Bamboo Charcoal Disposal 1g NEW,0.227700
Premium Chocolate Soft Ice,12.080922
Iced Caramel Macchiato 16oz,28.073600
Iced Mocha 16oz,25.286800
Iced Milo 16oz,20.870000
Hot Chocolate Drink 12oz,7.794600
Japanese Matcha Latte 16oz,17.644598
DM Four Seasons 12oz,4.730900
DM Four Seasons 16oz,7.869600
DM Four Seasons 22oz,10.132466
Iced Americano 16oz,9.325700
Iced Cappucino 16oz,17.682800
Iced Latte 16oz,17.785600
Iced Chocolate 16oz,17.142900
Americano 12oz,8.035700
Cappuccino 12oz 6789,13.071400
Latte 12oz,15.053500
Hot Chocolate 12oz,16.785700
Soft Ice Cherry Blossom 1g Disposal,0.205357
Milo Shake 8oz,11.179568
DSF Milo Shake 1mL,0.329316
Bamboo Charcoal & Premium Chocolate Mix,12.847423
Milo Shake 16oz,21.985064
DSF Matcha Latte Mix 1mL,0.309821
DSF DM Four Season 1mL,0.127100
Soft Ice Premuim Chocolate 1g Disposal,0.197041
Japanese Honeydew Soft Ice,11.757571
Soft Ice Honey Dew 1g Disposal,0.187500
Minute Maid Syrup 1ml Disposal,0.254600
Bamboo & Honeydew Soft Serve Mix,12.497900
Premium Chocolate & Honeydew Soft Serve Mix,11.997426
DSF Iced Tea 1mL,0.065000
Hongkong Style Milk Tea 16oz,13.268400
Free Bamboo Charcoal Soft Ice,13.613925
Free Honeydew Soft Ice,11.381785
Free Bamboo & Honeydew Soft Serve Mix,12.497854
Black Cone Bamboo Charcoal Soft Ice,14.330325
Black Cone Honeydew Soft Ice,11.562500
Black Cone Bamboo & Honeydew Mix,12.678600
Black Cone Quezo de Bola Soft Ice,13.348200
Black Cone Bamboo & Quezo de Bola Mix,13.571400
Soft Ice Quezo de Bola 1g Disposal,0.218800
Melon Shake 8oz,5.049000
Melon Shake 16oz,9.968600
Buco Pandan Shake 8oz,5.049100
Buco Pandan Shake 16oz,9.968700
Taro Shake 8oz,5.675900
Taro Shake 16oz,11.206200
Melon Shake Disposal 1ml,0.129500
Buco Pandan Shake Disposal 1ml,0.100900
Taro Shake Disposal 1ml,0.145500
Hongkong Style drink 1ml disposal,0.232100
Minute Maid Fresh Orange 250ml Pet,9.375000
DSR Matcha Powder Mix 1g,0.309821
Nestea Straight Tea 1g Disposal,3.348200
DSR Nestle Alegria Coffee Creamer 1g,0.197800
Coco Bamboo Charcoal Soft Ice,16.870517
Froot Blossom Soft Ice,15.397200
Froot Honeydew Soft Ice,14.415163
Mocha 12oz,9.857100
Ube Soft Ice,9.372900
Strawberry Soft Ice,9.372900
Soft Ice Ube 1g Disposal,0.142857
Soft Ice Strawberry 1g Disposal,0.142857
B1T1 Ube Soft Ice P25,18.971202
B1T1 Bamboo Charcoal Soft Ice,27.227850
B1T1 Honeydew Soft Ice,22.763570
B1T1 Bamboo Charcoal + Honeydew,24.995710
B1T1 Bamboo + Bamboo Honeydew Mix,26.111779
B1T1 Honeydew + Bamboo Honeydew Mix,23.879639
B1T1 Bamboo Honeydew Mix,24.995710
B1T1 Premium Chocolate,24.161844
B1T1 Premium Chocolate + Bamboo Charcoal,25.695977
B1T1 Premium Chocolate Bamboo Mix,25.695977
Fresh Caramel Soft Ice,10.712426
Bamboo Charcoal & Fresh Caramel Mix,12.311916
Soft Ice Fresh Caramel 1g Disposal,0.169600
Nescafe Americano 12oz,13.750000
Nescafe Latte 12oz,20.535700
Nescafe Hot Chocolate 12oz,21.000000
Nescafe Cappuccino 12oz,20.089300
Nescafe Mocha 12oz,21.682100
Black Cone Bamboo & Caramel Mix,12.343875
Black Cone Fresh Caramel Soft Ice,10.893125
Hot Chocolate 12oz,13.928400
Thai Milk Tea 16oz,15.683929
Thai Milk Tea Drink 1ml Disposal,0.025800
B1T1 Quezo de Bola Soft Serve Ice Cream,26.335000
B1T1 Bamboo & Quezo Soft Serve Ice Cream Mix,26.781425
B1T1 Cheese Soft Ice Cream P20,21.424300
Cheese Soft Ice Cream,10.714300
Soft Ice Cheese 1g Disposal,0.169600
B1T1 Fresh Caramel Soft Ice Cream,21.424850
B1T1 Bamboo & Fresh Caramel Soft Mix,-1.000000
Gourmet Ginger Tea 30g,7.227800
Gourmet Sambong Tea 21x30g,5.952300
Gourmet Malunggay Tea 21x30g,7.227800
Gourmet Ampalaya Tea 21x30g,7.227800
Nestle Pink Lemonade Lychee 12oz,6.270300
Nestle Pink Lemonade Lychee 16oz,10.226800
Nestle Pink Lemonade Lychee 22oz,13.591000
Nescafe Iced Cappuccino 16oz,31.639000
Nescafe Iced Mocha 16oz,29.904100
Nescafe Iced Milk Chocolate 16oz,26.743400
Nestle Pink Lemonade 1ml Disposal,0.020480
Davao Chocolate Soft Ice,10.265700
Bamboo & Davao Chocolate Soft Ice Mix,11.939800
Soft Ice Davao Chocolate 1g Disposal,0.160876
Caramel Macchiato 12oz,14.674200
Nestle Guyabano Pineapple 12oz,4.864817
Nestle Guyabano Pineapple 16oz,8.088919
Nestle Guyabano Pineapple 22oz,10.939409
Nestle Sakura Burst 12oz,6.324100
Nestle Sakura Burst 16oz,10.226800
Nestle Sakura Burst 22oz,13.591000
Nestle Guyabano Pineapple 1ml Disposal,0.034293
Raspberry Dark Chocolate Drink 16oz,16.100857
Raspberry Dark Chocolate Drink 1ml Disposal,0.231916
B1T1 Davao Chocolate Soft Ice,20.701393
Bamboo & Strawberry Soft Ice Mix,11.642131
Strawberry Soft Ice P25,9.372900
Nestle Cucumber Lemonade 200gx12 RM,0.817250
Nestle Kyuri Burst 12oz,5.191080
Nestle Kyuri Burst 16oz,8.684307
Nestle Kyuri Burst 22oz,11.743957
Taiwan Style Milk Tea w/ Black Pearl 16oz,22.880915
Japanese Matcha Latte w/ Pearl 16oz,25.175232
Taiwan Style Milk Tea 16oz,16.689113
True Brew Americano 8oz,4.910714
True Brew Latte 8oz,7.282658
True Brew Cappuccino8oz,6.390095
True Brew Caramel Macchiatto 8oz,9.434862
True Brew Mocha 8oz,8.453781
True Brew Hot Chocolate 8oz,6.749999
True Brew Americano 12oz,7.366071
True Brew Latte 12oz,11.121649
True Brew Cappuccino 12oz,9.145029
True Brew Caramel Macchiatto 12oz,14.676452
True Brew Mocha 12oz,12.894964
True Brew Hot Chocolate 12oz,9.642856
True Brew Iced Mocha 16oz,23.605120
True Brew Iced Latte 16oz,20.448991
True Brew Iced Caramel Macchiatto 16oz,26.349663
True Brew Iced Chocolate 16oz,17.784057
Milk & Cheese Soft Ice Cream P25,13.305159
B1T1 Black cone Bamboo Soft ice P25,-1.000000
Milk & Cheese and Ube soft ice P25,11.401787
Ube Soft serve P25,9.510514
Ube & Cheese Soft Ice Cream P25,10.044600
Japanese Matcha Latte w/ Nata Crystal 16oz,21.520509
Taiwan Style Milk Tea w/ Nata Crystal 16oz,19.183032
Soft Ice Milk & Cheese 1g Disposal,218.750000
Bamboo & Ube Soft Ice Mix P25,11.493400
B1T1 Milk & Cheese Soft Ice P25,26.335000
B1T1 Milk & Cheese and Ube Soft Ice P25,22.540400
Japanese Matcha Latte w/ Nata 12oz,15.664273
Taiwan Style Milk Tea w/ Nata 12oz,13.901827
Japanese Matcha Latte 12oz,13.548200
Taiwan Style Milk Tea 12oz,11.758971
Nestle Cucumber 16oz SAVE P15,9.010843
Nestle Guyabano 16oz SAVE P15,8.396765
Nestle Kyuri Burst 16oz SAVE P15,9.034000
Japanese Matcha Latte 22oz,26.393723
Japanese Matcha Latte 22oz w/ Pearl,33.931223
Japanese Matcha Latte 22oz w/ Nata,30.250863
Japanese Matcha Latte 16oz w/Nata&Pearl,23.292505
Taiwan Style Milk Tea 22oz,22.910711
Taiwan Style Milk Tea 22oz w/ Pearl,30.455857
Taiwan Style Milk Tea 22oz w/ Nata,26.746935
Taiwan Style Milk Tea 16oz w/Nata&Pearl,20.966962
Japanese Matcha Latte 22oz w/Pearl&Nata,32.142000
Taiwan Style Milk Tea 22oz w/ Pearl&Nata,28.659000
DM Pine Juice Free Upsize 16oz to 22oz,12.067200
Nestle Buko 1ml Disposal,0.021152
Cherry Blossom & Honeydew Soft Ice Mix,12.205327
Nestle Buko 12oz,5.593586
Nestle Buko 16oz,9.316749
Nestle Buko 22oz,12.599932
Nestle Summer Burst 12oz,5.503379
Nestle Summer Burst 16oz,9.164769
Nestle Summer Burst 22oz,12.420500
Free Minute Maid Tetra Orange 200ml,0.000000
Free Minute Maid Tetra Apple 200ml,0.000000
PR True Brew Hot Choco 8oz,16.800000
PR True Brew Hot Choco 8oz Refill,16.800000
PR True Brew Hot Choco 12oz,24.000000
PR True Brew Hot Choco 12oz Refill,24.000000
PR True Brew Iced Choco 16oz,42.661600
PR True Brew Iced Choco 16oz Refill,42.661600
Cheesy Vanilla Soft Ice,13.544611
Soft Ice Cheesy Vanilla 1g Disposal,0.223214
Bamboo & Cheesy Vanilla Soft Ice Mix,13.656218
PR True Brew Americano 12oz,7.366100
PR Nestle Cucumber Lemonade 16oz,9.021502
PR Bread - TB Americano 8oz P20,0.000100
Add-on Nestle Blue Lemonade 16oz,9.012790
Brown Sugar Milk Tea 16oz,24.910515
Brown Sugar Milk Tea 22oz,34.210224
Add-on Pearl,7.537500
Add-on Nata,3.857140
Add-on Brown Sugar Syrup Sachet,5.625000
Survey Free Iced Tea 16oz,7.808757
Black Cone Cheesy Vanilla Soft Ice,14.107110
Black Cone Bamboo & Cheesy Vanilla Mix,14.218717
True Brew Americano 12oz SAVE P4,-1.000000
Tiramisu Soft Ice,13.544610
Bamboo & Tiramisu Soft Ice Mix,13.656217
DSR Tiramisu 1g,0.223214
Free True Brew Americano 8oz,0.000100
Dark Choco 1kgx10 RM,34.375000
Strawberry Lychee 1kgx10 RM,236.100000
PR True Brew Americano 8oz,4.910700
PR Del Monte Pineapple Juice 16oz,9.239000
PR Iced Tea 16oz,7.902500
Bamboo Charcoal Soft Ice,13.767825
Cafe Americano,3.482200
Cafe Lungo 12Oz,4.285760
Cafe Latte 12Oz,9.857100
Cappuccino 12Oz,7.687510
Cafe Mocha 12Oz,9.857100
Nestle Cucumber Lemonade 12Oz,5.418668
Nestle Cucumber Lemonade 16Oz,9.020117
Nestle Cucumber Lemonade 22Oz,12.196596
Nestle Dalandan 12Oz,6.157750
Nestle Dalandan 16Oz,10.098204
Nestle Dalandan 22Oz,9.254586
Nestle Blue Lemonade 12Oz,5.413173
Nestle Blue Lemonade 16Oz,9.012790
Nestle Blue Lemonade 22Oz,12.187437
Nestle Lemonade 12Oz,5.174832
Nestle Lemonade 16Oz,8.431530
Nestle Lemonade 22Oz,11.208111
Del Monte Pineapple 12Oz,6.852126
Del Monte Pineapple 16Oz,9.149094
Del Monte Pineapple 22Oz,12.035821
Coke 12Oz,11.431592
Coke 16Oz,15.269500
Coke 22Oz,21.516300
Sprite 12Oz,12.481154
Sprite 16Oz,15.959100
Sprite 22Oz,22.595713
Sarsi 12Oz,8.537608
Sarsi 16Oz,11.329900
Sarsi 22Oz,15.579909
Royal TRU Orange 12Oz,9.015400
Royal TRU Orange 16Oz,11.890600
Royal TRU Orange 22Oz,16.363287
Coke LIght 12Oz,7.710800
Coke Light 16Oz,10.022800
Coke Light 22Oz,13.642000
Coke Zero 12Oz,7.259386
Coke Zero 16Oz,10.022800
Coke Zero 22Oz,13.748630
Iced Tea 12Oz,5.907605
Iced Tea 16Oz,7.812577
Iced Tea 22Oz,11.082946
Soft Ice Green Tea 1g Disposal,0.223200
DSR Bamboo Charcoal 1g,0.227700
DSR Soft Serve Cone 1pc,0.000000
Nestle Dalandan 1ml Disposal,0.024227
Nestle Lemonade 1ml Disposal,0.020060
DSF Nestle Blue Lemonade 1mL,0.020431
DSF Nestle Cucumber Lemonade 1mL,0.022883
DSR Tea Concentrate 1g,0.065000
DSF DM Pineapple Juice 1mL,0.147439
Coke Syrup 1mL Disposal,0.254600
Coke Zero Syrup 1mL Disposal,0.186700
Coke Light Syrup 1mL Disposal,0.026800
Royal Syrup 1mL Disposal,0.186700
Sarsi Syrup 1mL Disposal,0.186700
Sprite Syrup 1mL Disposal,0.254600
Nescafe Premium Roast Coffee 8oz,3.583700
Nescafe Cappuccino 8oz,10.420200
Nescafe Caramel Macchiato 8oz,12.053800
Nescafe Mocha 8oz,10.464100
Nescafe Hot Milo 8oz,9.114500
Iced Milo 12oz,13.021400
Cherry Blossom Soft Ice,12.651755
Charcoal & Cherry Blossom Mix Soft Ice,12.944200
Gravy Powder Disposal 1 g,0.254285
Minute Maid Orange 5.28 BIB,260.918096
Frozen Chicken Empanada 4pcs/pack,14.285700
Quezo de Bola Soft Serve Mix  1kgx10,218.750000
Popcorn Cheese Powder,0.267856
Coffee Beans Blend 428 RM,267.860000
Cream Powder 1kg RM,348.210000
Choco Powder 1kg RM,348.210000
Pork Steak RM,37.720000
Beef Caldereta RM,37.720000
Premium Chocolate Soft Serve Mix 1kg,197.041046
Steamed Siomai 16sticks/pack RM,16.964328
Steamed Sharksfin 14sticks/pack RM,16.964304
Chori Burger Meal w/ Hotdog RM,40.723200
Chicken Tocino Meal w/ Hotdog RM,45.357100
Chocolate Drink Mix 35g 400pcs/cs RM,7.794600
Chili Sauce 110g RM (INACTIVE),0.446428
DM Sweetened Four Seasons 6/1L RM,140.871945
Nestle Green Tea Apple 360gx12,0.320684
Nestle Red Tea Strawberry 360gx12,0.320684
Chicken Katsu Bicol Express RM,19.642900
Chicken Katsu Mozarella Mayo RM,19.642900
Green Tea Latte Mix 1kg RM,309.821400
6789 Chocolate Powder 1kg RM,357.142800
Coffee Filter Paper Roll,0.446400
Milo Npro Cold Mix 1kg,324.610823
Carnation Condensed Milk 300ml RM,0.138393
8" German Franks 1kg RM (9pcs/pack),296.875000
Van Sealer,3.125000
Breeze Apples 110 pcs/box,16.654930
Coffee Beans Blend 428 RM 1g Disposal,0.267900
Cream Powder 1g Disposal,0.348200
DSR H&S Choco Powder 1g,0.348210
6789 Coffee Beans 1g Disposal,0.267900
6789 Chocolate Powder 1g Disposal,0.357100
Honeydew Soft Serve Mix 1kg/10,187.500000
New Zealand Apples,16.700000
Milo Hot Mix 1g Disposal,0.309700
Nescafe Premium Roast 1g Disposal,1.791800
DSR Nescafe Caramel Macchiato 1g,0.524100
Nestle Lemonade 1g Disposal,0.445799
DSR Nestle Cucumber Lemonade Powder 1g,0.817250
SARSI BIB 2.64 gal,186.722705
Nestle Dalandan 1g Disposal,0.365519
DSR Nestle Blue Lemonade Powder 1g,0.817250
DSR Milo Cold Mix 1g,0.235300
Nestle Red Tea Strawberry 1g Disposal,0.320700
Nestle Green Tea Apple 1g Disposal,0.336700
DSR DM Sweetened Pineapple Concentrate 1mL,0.123287
Nestle Red Tea Strawberry 1ml Disposal,0.143700
Nestle Green Tea Apple 1ml Disposal,0.143700
Hongkong Style Milk Tea 1kg RM,232.142800
Black Cone,2.946400
Coke 1.5 L RM (12 bot/case),413.580214
Sprite 1.5 L RM (12 bot/case),39.880900
NZ Sonya Apple,16.000000
Braised Beef RM,30.392800
Korean Pork Strips RM,26.928500
Spanish Kaldereta RM,34.419600
Apple 113pcs/box,16.700000
Melon Shake 1kg RM,95.535700
Buco Pandan Shake 1kg RM,100.892800
Taro Shake 1kg RM,125.892900
Melon Shake Powder 1g Disposal,0.129500
Buco Pandan Shake  Powder 1g Disposal,0.129500
Taro Shake Powder 1g Disposal,0.125900
Hongkong Style Milk Tea Powder 1g disposal,0.232100
Dory Fishball 1pc Disposal,1.875000
Chicken Katsu TomatoMayo Jalapeño RM,19.642900
Chicken Nuggets RM,191.964300
DSF Chicken Nuggets 1pc,3.839286
DSR QB Chicken Breading 1g,0.127000
Lawson Marinated Chicken 8 pc cut,25.422500
Chicken Breading Mix MP 1kg,111.607100
Nestle Alegria Coffee Creamer (24x500g),0.197662
Equal Refined Sugar White 500g RM,0.049160
Equal Refined Sugar Rm 1g Disposal,0.049200
Kellogg's Coco Loops 15g RM,2.383900
Kellogg's Froot Loops 15g RM,2.383900
Delight Cone (180pcs x box),1.964300
Add P5 for Coco Loops,2.383900
Add P5 for Froot Loops,2.383900
Add P5 for Frosties,2.383900
Nescafe Cappucino 1g Disposal,0.347300
DSR DM Four Season Concentrate 1mL,0.098100
Tea Concentrate 1kg/pack,65.000000
Ube Soft Serve Mix 1kgx10,142.857100
Strawberry Soft Serve Mix 1kgx10,142.857100
NL Pork Sisig RM,0.220536
NL Chicken Sisig RM,0.220537
Torani Cane Sugar Syrup 750ml,0.454761
Full Cream Milk Gippy 1 Liter,62.500000
Fresh Caramel Soft Serve Mix 1kgx10,169.648500
Nestle Milano Chocolate 1kg,600.000000
Nescafe Espreso 1g Disposal,0.982100
Nestle Milano Chocolate 1g Disposal,0.600000
Nestle Milano Skimmed Milk 1g Disposal,0.714300
DSR MP Chicken Breading 1g,0.111607
Thai Milk Tea 1 kg RM,258.928500
Thai Milk Tea Powder 1g Disposal,0.258900
Chicken Leg Quarter - Smokey BBQ RM,44.642800
Cheese Soft Serve Mix 1kgx10,169.642800
Mister Donut Christmas Box,2.678500
Mushroom Gravy Meatballs RM,30.803500
Meatballs w/ Mushroom Gravy RM,32.035700
Special Pork Sisig RM 500g,0.186607
Special Chicken Sisig RM 500g,0.186607
Fresh Eggs,6.000000
Nestle Npro Pink Lemonade Lychee 360gx12,0.455115
Nestle Pink Lemonade 1g Disposal,0.462018
Davao Chocolate Soft Serve Mix 1kgx10,160.876897
Nestle Npro Guyabano Pineapple 200gx12,0.729513
DSR MP Gravy Powder 1g,0.214300
Tuna Salpicao RM,33.035700
Thai Curry Sardines RM,33.035700
DSR Nescafe Ice 1g,0.248800
DSF Nescafe White Cofee Shake 1mL,253.400000
Nestle Guyabano Pineapple 1g Disposal,0.751327
Mercato Beans 1g Disposal,0.669600
Fresh Calamansi Disposal 1g,0.082000
Fresh Onion White Disposal 1g,0.060000
Raspberry Dark Chocolate Drink Mix 1kg RM,232.142800
Raspberry Dark Chocolate Drink 1g Disposal,0.232100
Breakfast Meal Java Rice RM,41.071400
Breakfast Meal Garlic Rice RM,41.071400
Embutido 600g,4.761900
Junior Asado Siopao 8pcs/pack,17.857100
Junior Bola-Bola 8pcs/pack,17.857100
Raspberry Dark ChocolateDrinkMix 500g RM,0.231916
Green Tea Latte Mix 500g RM,0.309821
WOW Busog Bologna 250gx16,0.115642
CDO Crispy Burger RM,5.654424
DSF CDO Crispy Burger 1pc,5.654591
Toddy Cold Brew Filter 2 pc,267.857100
PF Star Footlong Hotdog 10+1 1kg,110.267900
Footlong Buns 4pcs/pack,6.250000
Taiwan Style Milk Tea 500g RM,0.267857
Chicken Katsu Cheesy Bacon RM,19.642900
Magnolia Cheezee 1/2 Twin Pack,1.339300
V Sisig Bicol Express RM,0.178571
FB Bopis RM,0.178571
FB Pork Mexican RM,0.178571
FB Pork Giniling RM,0.178571
FB Menudo RM,0.178571
Jolly Cow Condensada 390g RM,0.062957
BLACK TAPIOCA PEARL 1.8kg RM,104.166666
True Brew 100% Arabica Coffee Bean 1kg RM,491.071410
Taiwan Style Milk Tea 1ml Disposal,0.267857
Taiwan Style Milk Tea 1g Disposal,0.267857
DSF Black Tapioca Pearl 1g,0.112500
Hotdog Buns 12IN 1pc Disposal,6.250000
DSR True Brew Coffee Bean 1g,0.491000
Ube Turon 6pcs/pack RM,10.044600
Milk & Cheese Soft Serve Mix 1kgx10,218.750000
CHICKEN CUT-UPS 8pcsx12 VR,22.321400
Black Tapioca Pearl 1kg RM,112.500000
NZ FUJI APPLE,16.494174
Chicken Leg Qtr Garlic & Herb RM,50.000000
Nata Crystal 1kg RM,53.571400
DSF Nata Crystal 1g,0.053600
Mang Tomas 1kg RM,59.964200
Char Siu - RM,53.571400
WHITE CHICKEN - RM,53.571400
Roast Pork - RM,58.035700
Chicken Feet - RM,31.250000
Ube Pao RM 10pcs per pack,10.714200
Red Bean Pao RM 10pcs/pack,10.714200
Breaded Pork FC 3 slices/pack,35.714200
X-Bacon Regular FC 250g RM,0.196428
Bacon 250g RM,0.196428
DSF Bacon 1 strip,3.069187
Nestle Buko 200gx12 RM,0.846116
Nestle Buko 1g Disposal,0.846100
LC Garlic Ranch Salad Dressing 1L RM,223.571400
PF Deli Cheese Franks per pc disposal,21.949400
Long Grain Rice 25kg St. Claire,39.500000
Garlic Mix 1KG RM,200.892805
DSR Garlic Mix 1g,0.200892
Garlic Bits RM RPO 1KG,254.751086
Tuna Hot Pocket 8pcsx80gRM,17.857100
Pizza Hot Pocket 8pcsx80gRM,19.196400
Cheesy Vanilla Soft Serve Mix 1KG x 10,223.214200
Nestle Lemonade 200gx12 RM,0.817250
Nestle Blue Lemonade 200gx12 RM,0.817250
Nestle Pink Lemonade Lychee 200gx12 RM,0.817250
Torani 750ml Pump,178.571400
Fresh Eggs BK,5.357100
Orange 88pcs per box,18.500000
Free True Brew 100% Arabica Beans 1kgx10,0.000100
Chicken Inasal 10pcs/pack RM,53.571400
Fresh Egg LK,6.287682
Plain Milk Tea 500g RM,0.321428
Brown Sugar Syrup 30mlx250 RM (INACTIVE),0.166666
Choco Drink Mix 1kgx15 RM MP,241.071400
W-Mixed Fruits in Cup,37.100000
Grapes in Cup,41.500000
Pomelo in Cup,43.600000
DSR Gippy Full Cream 1mL,0.062500
DSR Plain Milk Tea 1g,0.321428
DSF Brown Sugar Milk Tea 1mL,0.102678
Brown Sugar Syrup Sachet 15gx400 RM,0.187500
DSR MP Choco Powder 1g,0.241100
CDO Pork Katsu 840gx10 RM,14.985388
Tiramisu Soft Serve Mix 1KG x 10,223.214200
M-Mixed Fruits in Cup,38.392899
CDO Longganisa 1KG RM,189.669600
Fresh Eggs RM - BMA,7.000000
Free Dole Banana,-1.000000
Spicy Tuna Siopao 6pcs/pack  E,23.214300
Add On- Cucumber Dressing 15gms,3.125000
Add On- Cajun Dressing 15gms,3.125000
Cucumber Dressing Sachet 15gmsx400 RM,3.125000
Cajun Dressing Sachet 15gmsx400 RM,3.125000
Garlic Bits RM LK 1kg,223.214300
Hotdog Buns 6pcs/pack,4.731194
Coke BIB 5.28 gal,260.918256
Coke Light BIB 2.64 gal,186.722705
Coke Zero BIB 2.64 gal,186.722705
Sprite BIB 5.28 gal,260.918256
Sarsi BIB 5.28 gal,186.713363
Royal Orange BIB 5.28 gal,186.713363
Royal Orange BIB 2.64 gal,186.722705
CO2 Tank 20 lbs,-1.000000
CX Premium Roast Coffee 1 kg,348.210000
Neutral Frappease 1.5 kg/pack,565.473333
Bellagio Sipping Chocolate 1 kg/pack,580.360000
Dole Banana Singles 27 pcs/box,14.489292
Pork Asado Siopao  6 pcs/pack  E,25.053600
Bola-Bola Siopao 6 pcs/pack  E,25.053600
Pork Siomai 42 g 42 pcs/pack,8.480000
Beef Siomai 42 g 42 pcs/pack,-1.000000
Sharksfin Dumpling 14 sticks/pack,16.964300
Del Monte Original Blend Ketchup 1kg x 18,53.300000
Nestle Lemonade 360gx12,0.445799
Nestle Npro Cucumber Lemonade 360gx12,0.457913
Nestle Npro Dalandan360gx12,0.538392
Pork Siomai 16 sticks/pack,16.964300
Nestle Blue Lemonade 360gx12,0.538392
TJ Classic 8IN 1 kg,147.376166
TJ Cheesedog 8IN 1kg,155.432692
Karaage 1kg,354.464202
Del Monte Original Blend Ketchup 10g x 200,-1.000000
Gravy Powder 125g x10 (INACTIVE),252.571200
18 degree Waffle Cone 144 pcs,2.383900
Soymansi Sachet,0.910000
Tea Concentrate 2.40 kg/pack,60.091667
Sweet Chili Sauce 10gx30,0.990000
Marinated Bone-in Chicken 9pcx12,26.979900
Barbeque Sticks,0.167400
Chicken Sticks,0.236600
Chicken Wings 1.3kgx5,200.890000
DM Sweetened Pine Juice Concentrate 6/1L,147.439944
Long Grain Rice 25 kg,39.400009
Shanghai Roll 12pcs/pack,6.583300
Chicken Breading QB 1kg/pack,127.000000
Chocolate Powder 1kg/pack,446.430000
CX Vanilla Powder 1 kg/pack,446.430000
Burger Steak RM,37.720000
Tocino with Egg RM,-1.000000
Pork Menudo RM,-1.000000
Beef Tapa RM,37.720000
Unlimited Rice RM,5.634201
Pork Adobo RM,37.720000
Bamboo Charcoal RM,3816.960000
DSF Karaage 1pc,7.798212
Tube Ice RM 5kg,3.414730
Bamboo Charcoal Soft Serve Mix 1kgx10,227.678500
DSF Karaage 1 stick,30.838385
Cooked Gravy Disposal 1g,0.254285
