itemCode,itemDescription,averageCost,supplier,assortmentType
04450060001317,San Marino Chili Corned Tuna180g,33.482099,FOODSPHERE, INC.,In assortment
04450060001318,OOA San Marino Corned Tuna160g,28.125000,Puregold,Out of assortment
04450060001319,San Marino Tuna Paella 180g,31.695998,FOODSPHERE, INC.,In assortment
04450060001323,OOA Spam Luncheon Meat Lite 340g,117.410000,Puregold,Out of assortment
04450060001324,PF Spam Luncheon Meat Reg 340g,154.011182,THE PUREFOODS-HORMEL COMPANY, INC.,In assortment
04450060001325,OOA Swift Carne Norte 100g,14.290000,Puregold,Out of assortment
04450060001330,OOA Tulip Jamonilla Luncheon Meat 200g,93.750000,Puregold,Out of assortment
04450060001331,Tulip Pork Luncheon Meat 340g,80.357000,FEDERATED DISTRIBUTORS,INC.,In assortment
04450060001338,OOA Ulalammm Giniling 85g,14.200000,Puregold,Out of assortment
04450060001339,OOA Ulalammm Sisig 85g,14.200000,Puregold,Out of assortment
04450060002567,INDCDO Karne Norte Guisado 100g,14.074574,FOODSPHERE, INC.,In assortment
04450060002624,San Marino Corned Tuna 150g,27.630000,FOODSPHERE, INC.,In assortment
04450060002625,PF Vienna Sausage Original 230g,42.500000,THE PUREFOODS-HORMEL COMPANY, INC.,In assortment
04450090000003,OOA Ulalammm Bistek 85g,14.200000,Puregold,Out of assortment
04450090000004,OOA Ligo Sardines TS w/Chili EOC 115g,12.590000,Puregold,Out of assortment
04450090000005,OOA Ligo Sardines TS EOC 155g,12.590000,Puregold,Out of assortment
04450090000006,OOA Hunt's Pork & Beans 100g,10.000000,Puregold,Out of assortment
04450090000007,Argentina Meat Loaf 170g,17.935824,Century Pacific Food Inc.,In assortment
04450090000008,OOA CDO Chinese Style Luncheon Meat 150g,22.280000,Puregold,Out of assortment
04450090000009,INDCDO Meat Loaf 100g,10.938099,FOODSPHERE, INC.,In assortment
04450090000010,CDO Vienna Sausage 70g,17.857100,FOODSPHERE, INC.,In assortment
04450090000011,INDHighlands CornedBeef 100g,26.252360,FOODSPHERE, INC.,In assortment
04450090000012,INDHighlands CornedBeef 150g,39.731742,FOODSPHERE, INC.,In assortment
04450090000013,OOA PF Meat Loaf Star 150g,14.196400,Puregold,Out of assortment
04450090000014,CDO Nata de Coco Red 340g,42.541665,FOODSPHERE, INC.,In assortment
04450090000015,OOA PF Chicken Luncheon Meat 165g,29.460000,Puregold,Out of assortment
04450090000016,PF Chinese Luncheon Meat 165g,27.188471,THE PUREFOODS-HORMEL COMPANY, INC.,In assortment
04450090000017,OOA PF Chunkee Corned Beef 190g,43.303600,Puregold,Out of assortment
04450090000018,PF Luncheon Meat 215g x 48,68.152802,THE PUREFOODS-HORMEL COMPANY, INC.,In assortment
04450090000019,OOA PF Meaty Sms Sweet w/ MB&TJ 250g pch,26.403100,Puregold,Out of assortment
04450090000020,OOA PF Sexy Chix Guiltless Broth 180g,42.050000,Puregold,Out of assortment
04450090000021,PF Sizzling Sisig Delights 150g,36.562500,THE PUREFOODS-HORMEL COMPANY, INC.,In assortment
04450090000022,INDSanMarino ChiliCrndTuna100g,19.598200,FOODSPHERE, INC.,In assortment
04450090000023,INDSanMarino CornedTuna 100g,19.598200,FOODSPHERE, INC.,In assortment
04450090000024,San Marino Tuna Flakes in Oil 150g,28.530365,FOODSPHERE, INC.,In assortment
04450090000025,San Marino Tuna Flakes Oil H&S 150g,28.530044,FOODSPHERE, INC.,In assortment
04450090000030,OOA Century Tuna Mayo Spread 85g,20.561400,Puregold,Out of assortment
04450090000240,OOA Valley Farm Regular 220g,40.133900,Puregold,Out of assortment
04450090000241,OOA DM Fiesta 1.5g,46.430000,Puregold,Out of assortment
04450090000242,IND PF Beef Loaf 150g,16.205400,Puregold,Out of assortment
04450090000243,OOA PF Star Carne Norte 150g,20.090000,Puregold,Out of assortment
04460030001653,OOA Nido Forti Choco 150g,68.260000,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04460030001654,OOA Nido Forti Grow 160g,68.258900,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04460030002021,OOA Nestogen Classic 135g,39.535700,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04460030002024,OOA Nestogen LR One 135g,55.973200,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04460030002025,OOA Nestogen LR Two 135g,59.375000,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04460030002026,OOA Nestogen LR Three 135g,59.375000,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04460030002027,OOA Nido Junior 160g,80.937500,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04460030002028,OOA Bear Brand Junior 180g,75.098200,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04460030002029,OOA Cerelac Rice and Soya 20g,8.044600,Chynna Sales & Distribution Inc.,Out of assortment
04460030002031,OOA Cerelac Brown Rice & Soya 20g,8.044600,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04460030002032,OOA Cerelac Rice and Soya 120g,48.616100,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04460030002033,OOA Cerelac Brown Rice & Soya 120g,49.053600,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04460030002035,OOA Cerelac Wheat Banana & Milk 120g,49.053600,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04460030002036,OOA Cerelac Mixed Fruits & Soya 120g,49.053600,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04460030002037,OOA Cerelac Mixed Veg & Soya 120g,49.053600,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04460030005253,Bear Brand Adult Plus 33g,12.857100,Nestle Philippines,In assortment
04460060000992,OOA Alaska Condensed Milk 300mL,45.540000,Puregold,Out of assortment
04460060000993,OOA Alaska Crema All Purpose Cream 250mL,36.610000,Puregold,Out of assortment
04460060000994,OOA Alaska Evaporada 370mL,21.700000,Puregold,Out of assortment
04460060000995,OOA Alaska Evaporated Milk 154mL,17.540000,Puregold,Out of assortment
04460060001004,IND Bear Brand Milk w/Iron 150g,42.517849,RIGHT GOODS SOUTH OPERATIONS INC.,Indepletion
04460060001221,Bear Brand Powdered Milk 80g,23.810000,RIGHT GOODS SOUTH OPERATIONS INC.,In assortment
04460060001239,Nestle All Purpose Cream 250ml,49.232100,Nestle Philippines,In assortment
04460060002562,OOA Milk Magic FullCream 250mL,18.300000,Puregold,Out of assortment
04460090000005,Bear Brand With Iron 33g,9.741361,Nestle Philippines,In assortment
04460090000006,OOA Bear Brand Adult Plus 180g,70.928000,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04470030000074,OOA Mag Cheezee Spread Cheddar 15g,4.330000,Puregold,Out of assortment
04470030000075,OOA Mag Cheezee Spread Pimento 15g,4.440000,Puregold,Out of assortment
04470030000109,Lady's Choice Mayonnaise 15mL,6.695707,Unilever Philippines Inc.,In assortment
04470030000110,OOA Lipton MT Original STP WH3 (5x15g),33.637500,Puregold,Out of assortment
04470030000453,OOA Skippy Creamy Peanut Butter 462g,168.750000,Puregold,Out of assortment
04470030000454,OOA Planters Creamy Peanut Butter 462g,154.780000,Puregold,Out of assortment
04470030000722,OOA Nescafe Blue Label 65g,142.500000,MADISON SQUARE MARKETING,Out of assortment
04470030000723,OOA Nescafe Excella Original 80g,142.500000,MADISON SQUARE MARKETING,Out of assortment
04470030000724,OOA Nescafe Gold Blend 65g,142.500000,MADISON SQUARE MARKETING,Out of assortment
04470030000725,OOA Nescafe Gold Blend Original 65g,142.500000,MADISON SQUARE MARKETING,Out of assortment
04470030000726,OOA Nescafe Gold Blend Aroma 65g,142.500000,MADISON SQUARE MARKETING,Out of assortment
04470030000804,Nestle Koko Krunch 20g,8.120048,RIGHT GOODS SOUTH OPERATIONS INC.,In assortment
04470030000805,Nestle Koko Krunch 15g,3.999997,RIGHT GOODS SOUTH OPERATIONS INC.,In assortment
04470030000807,IND Nescafe Cocomocha 30g,5.025930,RIGHT GOODS SOUTH OPERATIONS INC.,Indepletion
04470030000808,IND Nescafe Berrymocha 30g,5.027732,RIGHT GOODS SOUTH OPERATIONS INC.,Indepletion
04470030001037,OOA Skippy Natural Chunky 15oz,168.750000,Puregold,Out of assortment
04470030001039,OOA Skippy Natural Creamy 15oz,168.750000,Puregold,Out of assortment
04470030001049,OOA Nescafe Blend&Brew Original 20g,4.489933,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04470030001051,OOA Nescafe Blend Brew Silkyroast 21g,4.489741,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04470030001052,OOA Nescafe Blend&Brew Espresso 20g,4.486650,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04470030001272,Nescafe Creamy White 28g,5.178460,Nestle Philippines,In assortment
04470030001289,Lady's Choice Chicken Spread 15mL,6.694115,Unilever Philippines Inc.,In assortment
04470030001600,OOA Nescafe Classic 100g,68.570000,Puregold,Out of assortment
04470030001608,OOA Coffeemate 170g,31.517900,Puregold,Out of assortment
04470030001704,OOA Nestle Koko Krunch Whole Grain 170g,75.450000,Puregold,Out of assortment
04470030001706,OOA Goya Choco Caramel Syrup 350mL,110.267900,Puregold,Out of assortment
04470030001707,Energen Vanilla 40g,5.977937,ECOSSENTIAL FOODS CORP.,In assortment
04470030001708,IND Quaker Instant Oatmeal Chocolate 600,84.820000,Puregold,Out of assortment
04470030001709,OOA Quaker Instant Oatmeal Banana and Honey 600g,84.820000,Puregold,Out of assortment
04470030001712,OOA Clara Ole Pancake Syrup 355mL,81.920000,Puregold,Out of assortment
04470030001773,TheCoffeeBeanReadyCoffeePremiumBlend23g,16.911000,CB INNOVATIONS, INC.,In assortment
04470030001774,The Coffee Bean Ready Coffee Hazelnut 23g,18.258517,CB INNOVATIONS, INC.,In assortment
04470030001831,OOA Lady's Choice Sandwich Spread Roastbeef 80mL,24.375000,Unilever Philippines Inc.,Out of assortment
04470030001903,Kopiko L.A. Coffee 25g,5.329888,ECOSSENTIAL FOODS CORP.,In assortment
04470030001904,Kopiko Double Cups 36g,6.901601,ECOSSENTIAL FOODS CORP.,In assortment
04470030002109,OOA Nescafe Blend & Brew Brown 23.5g,4.730000,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04470030002110,Jimms Coffee 7 in 1  21g,11.239606,Asubell Marketing,In assortment
04470030002111,OOA Jimms Coffee 5 in 1  21g,7.140000,GOLDSHINE PHARMACEUTICALS, INCORPORATED,Out of assortment
04470030002112,OOA Jimms Café Clara El Maca 30g,10.860000,GOLDSHINE PHARMACEUTICALS, INCORPORATED,Out of assortment
04470030002361,IND Nestea Milk Tea Wintermelon 12g,10.040250,Nestle Philippines,Indepletion
04470030002362,OOA Nestea Milk Tea Hokkaido-Style 12g,9.880000,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
04470030002445,Swiss Miss Marshmallow 28g,10.152000,UNIVERSAL ROBINA CORPORATION,In assortment
04470030002446,Swiss Miss Milk Chocolate 26g,10.152003,UNIVERSAL ROBINA CORPORATION,In assortment
04470030002447,Swiss Miss Dark Chocolate 31g,10.152013,UNIVERSAL ROBINA CORPORATION,In assortment
04470030002578,OOA Krem-Top coffee creamer 80g,12.901800,Puregold,Out of assortment
04470030002777,OOA Gardenia Delicia Hazelnut Chocolate Spread 200g,81.964000,Gardenia Bakeries Phils Inc,Out of assortment
04470030002778,OOA Gardenia Delicia Milky Chocolate Spread 200g,80.357000,Gardenia Bakeries Phils Inc,Out of assortment
04470030002785,Quaker Fruit & Nuts  35g,12.723200,Gymboree Marketing International Inc,In assortment
04470030002786,Quaker Banana Bites  35g,12.723200,Gymboree Marketing International Inc,In assortment
04470030002787,Quaker Tropical Fruits 35g,12.723200,Gymboree Marketing International Inc,In assortment
04470030002832,OOA Kraft Cheez Whiz Regular Sup 220g,63.169600,Solid Five Distribution Inc.,Out of assortment
04470030002894,TCB TeaLeaf Chamomile 2g,12.313000,CB INNOVATIONS, INC.,In assortment
04470030002895,TCB TeaLeaf Mint 2g,12.313000,CB INNOVATIONS, INC.,In assortment
04470030002896,TCB TeaLeaf English 2g,11.696000,CB INNOVATIONS, INC.,In assortment
04470030002897,TCB TeaLeaf EarlGrey 2g,11.696000,CB INNOVATIONS, INC.,In assortment
04470030002906,Oishi Hi-Coffee Original 3 in 1 Coffee Mix 20g,3.419600,LIWAYWAY MARKETING CORPORATION,In assortment
04470030002907,Oishi Hi-Coffee + Choco Coffee Mix 22g,4.553600,LIWAYWAY MARKETING CORPORATION,In assortment
04470030002908,Oishi Hi-Coffee Vanilla Caramel Coffee Mix 22g,4.553600,LIWAYWAY MARKETING CORPORATION,In assortment
04470030002944,Oishi Hi-Coffee Double Creamy Coffee Mix 22g,4.553600,LIWAYWAY MARKETING CORPORATION,In assortment
04470030003026,Goya Spread Choco Hazelnut 400g,116.493892,Delfi Marketing Inc.,In assortment
04470030003027,Goya Spread Double Hazelnut Spread 350g,128.470969,Delfi Marketing Inc.,In assortment
04470030003124,Great Taste DbleWhite 40g KVI,6.562500,UNIVERSAL ROBINA CORPORATION,In assortment
04470030003148,Optimo Premium Coffee Mix 19g,13.061461,Atlas Global Advantage Inc.,In assortment
04470030003196,Swiss Miss Chocolate Hazelnut 26g,10.249282,UNIVERSAL ROBINA CORPORATION,In assortment
04470030003224,OOA Café Puro 3in1 25g,4.967132,COMMONWEALTH FOODS, INC.,Out of assortment
04470030003225,OOA Café Puro Coffee Break 4in1 17g,8.130000,COMMONWEALTH FOODS, INC.,Out of assortment
04470030003312,Nescafe Blend&Brew Orig 28g KVI,5.223270,Nestle Philippines,In assortment
04470030004028,PF Liver Spread, 85G,23.393000,THE PUREFOODS-HORMEL COMPANY, INC.,In assortment
04470030004029,SM Coffee 3in1 Orig Strip 20g,4.554000,SAN MIGUEL SUPER COFFEEMIX CO., INC.,In assortment
04470030004030,SM Coffee Essenso 25g,10.839000,SAN MIGUEL SUPER COFFEEMIX CO., INC.,In assortment
04470030004031,SM Coffee 3in1 SF  7g,4.830005,SAN MIGUEL SUPER COFFEEMIX CO., INC.,In assortment
04470030004048,Great Taste White Crema 30g,5.000000,UNIVERSAL ROBINA CORPORATION,In assortment
04470030004049,Great Taste White Caramel 30G,5.000000,UNIVERSAL ROBINA CORPORATION,In assortment
04470030004050,Fairy Cone cup,27.366000,Asubell Marketing,In assortment
04470030004051,Fairy Sugar cone,37.054000,Asubell Marketing,In assortment
04470030004093,Jimms 3 plus 1 Coffee with Ginseng 20g,5.804000,Asubell Marketing,In assortment
04470030004105,Culture Blends  3 in 1 Latte 20g,8.304000,FEDERATED DISTRIBUTORS,INC.,In assortment
04470030004106,Culture Blends Delight Choco Mocha 27g,8.304000,FEDERATED DISTRIBUTORS,INC.,In assortment
04470030004107,Culture Blends Creamy White Coffee 30g,8.304000,FEDERATED DISTRIBUTORS,INC.,In assortment
04470030004808,**UCC 3IN1CffeeReg 20g,7.404000,UCC UESHIMA COFFEE PHILIPPINES, INC.,In assortment
04470030004809,**UCC 3IN1CffeeStrong 20g,7.404000,UCC UESHIMA COFFEE PHILIPPINES, INC.,In assortment
04470030005006,Quaker Cups Chocolate 30g,21.430000,Gymboree Marketing International Inc,In assortment
04470030005007,Quaker Cups Beef & Carrot 30g,21.430000,Gymboree Marketing International Inc,In assortment
04470030005038,The Coffee Bean Ready Coffee Mocha 23g,18.259000,CB INNOVATIONS, INC.,In assortment
04470030005249,Milo NutriUp 24g,8.892900,Nestle Philippines,In assortment
04470030005250,Nescafe Gold Cappuccino 20.5g,14.500000,Nestle Philippines,In assortment
04470030005251,Nescafe Gold White Espresso 25g,14.500000,Nestle Philippines,In assortment
04470030005252,Nescafe Gold Latte Macchiato 20g,14.500000,Nestle Philippines,In assortment
04470030005357,Great Taste Brown Barako 30g,5.401800,UNIVERSAL ROBINA CORPORATION,In assortment
04470030005362,Milo Active Go 24g,6.241100,Nestle Philippines,In assortment
04470030005396,Natural Dates 250g,122.767900,EJVAL ENTERPRISES,In assortment
04470030005397,Natural Dates 125g,61.383900,EJVAL ENTERPRISES,In assortment
04470060000996,OOA Alaska Krem Top 180g,29.090000,Puregold,Out of assortment
04470060000997,OOA Alfonso's Chocolate Champorado 55g,20.220000,Puregold,Out of assortment
04470060000999,INDArgentina Liver Spread 85g,16.339000,Century Pacific Food Inc.,In assortment
04470060001003,IND Bear Brand Choco 300g,84.180326,RIGHT GOODS SOUTH OPERATIONS INC.,Indepletion
04470060001005,Bear Brand Busog Lusog Cereal Choco 28g,5.401171,Nestle Philippines,In assortment
04470060001006,Bear Brand Busog Lusog Cereal Orig 28g,5.400551,Nestle Philippines,In assortment
04470060001007,OOA BioFit Tea Herbal Dietary Tea,25.892900,Puregold,Out of assortment
04470060001008,OOA Blend 45 3in1 Coffee Mix 20g,3.598200,Puregold,Out of assortment
04470060001016,Nestle Coffeemate 80g,15.312919,Nestle Philippines,In assortment
04470060001017,IND Cream Pure Cornstarch 200g,16.250000,FOOD INDUSTRIES, INC.,Indepletion
04470060001101,OOA Eight O'Clock Mango 35g,14.256000,COCA-COLA BEVERAGES PHILIPPINES, INC.,Out of assortment
04470060001102,OOA Eight O'Clock Orange 35g,14.256000,COCA-COLA BEVERAGES PHILIPPINES, INC.,Out of assortment
04470060001103,OOA Eight O'Clock Strawberry 35g,14.256000,COCA-COLA BEVERAGES PHILIPPINES, INC.,Out of assortment
04470060001104,Energen Chocolate 40g,5.978184,ECOSSENTIAL FOODS CORP.,In assortment
04470060001105,OOA Energen Go Fruit  Real Banana 33g,6.140000,Puregold,Out of assortment
04470060001106,OOA Energen Go Fruit Real Sweet Corn 33g,6.140000,Puregold,Out of assortment
04470060001107,OOA Energen Go Fruit Strawberry 33g,6.142100,Puregold,Out of assortment
04470060001112,OOA Good Day Cappuccino 25g,7.142900,Puregold,Out of assortment
04470060001117,Great Taste White 3in1 30g,5.000004,UNIVERSAL ROBINA CORPORATION,In assortment
04470060001118,OOA Great Taste White 3in1 SugarFree 17g,5.180000,Puregold,Out of assortment
04470060001140,Kopiko Black 3in1 25g,5.979133,ECOSSENTIAL FOODS CORP.,In assortment
04470060001141,Kopiko Brown Coffee 25g KVI,5.981997,ECOSSENTIAL FOODS CORP.,In assortment
04470060001143,Kopiko Blanca Coffee 25g KVI,5.981975,ECOSSENTIAL FOODS CORP.,In assortment
04470060001144,Kopiko Cappucino Coffee 25g,5.981996,ECOSSENTIAL FOODS CORP.,In assortment
04470060001145,OOA Kraft Cheez Whiz Pimiento 220g,67.810000,Puregold,Out of assortment
04470060001146,OOA Kraft Cheez Whiz Plain 220g,65.130000,Puregold,Out of assortment
04470060001147,OOA Lady's Choice Peanut Butter 340mL,102.857100,Puregold,Out of assortment
04470060001153,OOA Laura's Oat 25 Strawberry 25g,18.750000,Puregold,Out of assortment
04470060001154,OOA Laura's Oat 25 Ten Grains 50g,18.750000,Puregold,Out of assortment
04470060001197,Magnolia Cheezy 200g,38.481719,MAGNOLIA INC.,In assortment
04470060001198,OOA Magnolia Cheezy Spread Pimiento 120g,41.875000,Puregold,Out of assortment
04470060001199,OOA Magnolia Pancake and Waffle Mix 400g,45.310000,Puregold,Out of assortment
04470060001210,OOA Maya Hotcake Mix FlufyTasty 350g,41.560000,Puregold,Out of assortment
04470060001217,IND Nesfruta Dalandan 25g,13.991000,Nestle Philippines,Indepletion
04470060001219,Nestea Iced Tea Honey Blend 25g,14.814941,Nestle Philippines,In assortment
04470060001222,IND Milo Activ-Go High-Malt 220g,50.297892,RIGHT GOODS SOUTH OPERATIONS INC.,Indepletion
04470060001223,INDMilo ActivGoHighMalt 88g,22.743971,Nestle Philippines,In assortment
04470060001224,Nescafe Classic 25g,17.276494,Nestle Philippines,In assortment
04470060001225,Nescafe Classic 2g,1.696331,Nestle Philippines,In assortment
04470060001226,INDNescafe Classic 50g,33.460252,Nestle Philippines,In assortment
04470060001227,INDNescafe Decaf 40g,37.415578,Nestle Philippines,In assortment
04470060001228,OOA Nescafe Original 3in1 20g,4.460000,Chynna Sales & Distribution Inc.,Out of assortment
04470060001229,IND Nescafe Blend and Brew Brown 28.5g,5.030000,RIGHT GOODS SOUTH OPERATIONS INC.,Indepletion
04470060001231,Nescafe Creamy Latte3in1 27.5g,5.026998,Nestle Philippines,In assortment
04470060001232,Nestea Lemon Blend 25g,14.844772,Nestle Philippines,In assortment
04470060001256,IND Oishi Choco Flakes Cereals 180g,41.758900,LIWAYWAY MARKETING CORPORATION,Indepletion
