itemDescription,averageCost
Chicken Katsu Cheesy Bacon w Unli Garlic Rice(NI),29.643182
Chicken Katsu Mozza Mayo w Unli Garlic Rice(NI),29.643170
Chicken Nuggets w Unli Garlic Rice(NI),29.196701
Crispy Burger w Unli Garlic Rice(NI),26.963381
German Franks 8" w Unli Garlic Rice(NI),42.953395
Home Style Chicken w Unli Garlic Rice w N Cucumber 16oz NI,63.691400
Home Style Chicken w Unli Garlic Rice w N Lemonade 16oz NI,63.215400
Home Style Chicken w Unli Garlic Rice w N Pink Lemonade NI 16oz,63.215400
Karaage 4pcs w Unli Garlic Rice NI,40.838657
Shanghai Rolls 3pcs w Unli Garlic Rice NI,69.271243
2pcs Spam with Unli Garlic Rice,44.120500
2pcs Spam with Unli Garlic Rice&Egg,47.395126
DSF Spam 1pc,15.393711
PR 1pc Spam with Unli Rice&Egg (N.I),26.845588
VR 10pcs Fried Chicken Party Pack,268.615780
Chicken Inasal with Unli Rice,59.205601
Chicken Inasal with Unli Garlic Rice,63.571673
Add-on Garlic Rice Karinderia,10.758200
DSF Chicken Inasal 1pc,53.571400
Chicken Karaage Rice Bowl with Gravy,51.956487
Chicken Karaage Rice Bowl with Toyomansi,51.956487
Chicken Karaage Rice Bowl with BBQ Sauce,51.956488
1pc Pork Katsu with Unli Rice,20.184201
2pcs Pork Katsu with Unli Rice,34.734201
1pc Pork Katsu with UnliGarlic Rice,24.550271
2pcs Pork Katsu with UnliGarlic Rice,39.100271
DSF Pork Katsu 1pc,14.550000
PR Guru Guru P48,25.000000
PR 4pcs Shanghai Roll with Unli Rice,31.967400
1pc Longganisa with Unli Rice,13.220984
2pcs Longganisa with Unli Rice,20.807768
1pc Longganisa with Unli Garlic Rice,17.694200
2pcs Longganisa with Unli Garlic Rice,25.173839
Superbowl Siomai Plain Rice,40.974600
Superbowl Siomai Garlic Rice,45.447800
Superbowl Sharksfin Garlic Rice,45.447800
Superbowl Sharksfin Plain Rice,40.974600
1pc Longganisa with Egg and Unli Rice,20.220984
2pcs Longganisa with Egg and Unli Rice,27.807768
1pc Longganisa w/Egg&UnliGarlicRice,24.694200
2pcs Longganisa w/Egg&UnliGarlicRice,32.281000
DSF Longganisa 1pc,7.586784
2pcs Longga w/ Egg & Garlic Rice & TB Americano 8oz,37.191700
Spicy Tuna Siopao Large E,23.214300
Unlimited Rice,5.634200
Unlimited Rice Combo,5.891600
QB Fried Chicken 1pc,31.899468
TJ Fried Hotdog Classic 8in,15.670855
TJ Fried Hotdog Cheese 8in,16.737355
Karaage 4pcs/stick,30.838385
Yakitori 1pc,-1.000000
Teriyaki Wings 1pc,-1.000000
Shanghai Roll 1pc,6.330000
Shanghai Roll 3pcs,19.749900
Fried Sharkfin 4pcs,16.964300
Fried Siomai 4pcs,16.964300
TJ Hotdog Sandwich Classic 8in,18.313200
TJ Hotdog Sandwich Cheese 8in,18.313200
Pizza Siopao,25.267900
Pork Siomai Large,8.480000
Beef Siomai Large,8.480000
Asado Siopao Large  E,25.054230
Bola - Bola Siopao Large  E,25.053600
DSF Cooked Rice 1g,0.039400
DSF Shanghai Roll 1pc,6.583300
DSF EST Fried Sharksfin 1 stick,16.964300
DSF EST Fried Siomai 1 stick,16.964300
DSF TJ Classic Hotdog 1pc,15.670855
DSF TJ Cheese Hotdog 1pc,17.154000
DSR Hotdog Bun 1pc,4.732101
QB Fried Chicken 1 pc Disposal,30.244590
Guru Guru,25.000000
Minute Maid Fresh Orange 12oz,11.051400
Minute Maid Fresh Orange 16oz,14.487000
Minute Maid Fresh Orange 22oz,19.426300
Quezo de Bola Soft Ice,13.321316
Quezo de Bola & Charcoal Mix Soft Ice,13.390712
Soft Ice Bamboo Charcoal Disposal 1g NEW,0.227700
Cafe Americano w/ FREE 3pcs ToastedBread,6.592200
Cafe Longo 12oz w/ FREE 3pcsToastedBread,7.395800
Cafe Latte 12oz w/FREE 3pcs ToastedBread,12.967100
Cappuccino 12oz w/ FREE ToastedBread,10.181400
Cafe Mocha 12oz w/ FREE Toasted Bread,12.967100
Premium Chocolate Soft Ice,18.046250
Premium Chocolate & Cherry B. Soft Ice,12.944200
Iced Caramel Macchiato 16oz,28.073600
Iced Mocha 16oz,25.224936
Iced Milo 16oz,20.391034
Hot Chocolate Drink 12oz,7.794600
Japanese Matcha Latte 16oz,12.397325
DM Four Seasons 12oz,5.892300
DM Four Seasons 16oz,7.869600
DM Four Seasons 22oz,10.355100
Red Tea Strawberry 12oz,5.136700
Red Tea Strawberry 16oz,6.600800
Red Tea Strawberry 22oz,8.852800
Green Tea Apple 12oz,5.136700
Green Tea Apple 16oz,6.600800
Green Tea Apple 22oz,8.852800
Iced Americano 16oz,9.325700
Iced Cappucino 16oz,17.682800
Iced Latte 16oz,17.785600
Iced Chocolate 16oz,17.142900
Americano 12oz,10.357100
Cappuccino 12oz 6789,15.382800
Latte 12oz,17.374900
Hot Chocolate 12oz,19.107100
Soft Ice Cherry Blossom 1g Disposal,0.205357
Milo Shake 8oz,11.179564
DSF Milo Shake 1mL,0.329317
Bamboo Charcoal & Premium Chocolate Mix,15.830087
Milo Shake 16oz,21.985097
DSF Matcha Latte Mix 1mL,0.309821
DSF DM Four Season 1mL,0.127100
Soft Ice Premuim Chocolate 1g Disposal,0.198300
Japanese Honeydew Soft Ice,11.750747
Soft Ice Honey Dew 1g Disposal,0.187500
Minute Maid Syrup 1ml Disposal,0.254600
Bamboo & Honeydew Soft Serve Mix,12.497900
Premium Chocolate & Honeydew Soft Serve Mix,14.714017
DSF Iced Tea 1mL,0.065000
Hongkong Style Milk Tea 16oz,13.268400
Black Cone Bamboo Charcoal Soft Ice,14.330325
Black Cone Honeydew Soft Ice,11.562485
Black Cone Bamboo & Honeydew Mix,12.678554
Black Cone Quezo de Bola Soft Ice,13.348200
Black Cone Bamboo & Quezo de Bola Mix,13.571400
Soft Ice Quezo de Bola 1g Disposal,0.218800
Melon Shake 8oz,5.049103
Melon Shake 16oz,9.968743
Buco Pandan Shake 8oz,5.045925
Buco Pandan Shake 16oz,9.962468
Taro Shake 8oz,5.631985
Taro Shake 16oz,11.119560
Melon Shake Disposal 1ml,0.129464
Buco Pandan Shake Disposal 1ml,0.129382
Taro Shake Disposal 1ml,0.144409
Hongkong Style drink 1ml disposal,0.232100
Minute Maid Fresh Orange 250ml Pet,9.375000
DSR Matcha Powder Mix 1g,0.309821
Nestea Royal Black Tea Hot 8oz,8.236600
Tea Latte Hot 8oz,8.410100
Coffee Tea Fusion Hot 8oz,6.758000
Cold Tea Brew 12oz,10.431900
Iced Milk Tea 12oz,13.445400
Nestea Straight Tea 1g Disposal,3.348200
DSR Nestle Alegria Coffee Creamer 1g,0.197800
Lungo 12oz,4.285700
Mocha 12oz,9.857073
Ube Soft Ice,9.521152
Strawberry Soft Ice,9.372855
Strawberry & Ube Soft Serve Mix,9.372854
Soft Ice Ube 1g Disposal,0.142857
Soft Ice Strawberry 1g Disposal,0.142857
Chocolate Smoothe 8oz,8.258900
Chocolate Smoothe 16oz,16.517800
B1T1 Bamboo Charcoal Soft Ice,27.227850
B1T1 Honeydew Soft Ice,22.763570
B1T1 Bamboo Charcoal + Honeydew,24.995710
B1T1 Bamboo + Bamboo Honeydew Mix,26.111779
B1T1 Honeydew + Bamboo Honeydew Mix,23.879640
B1T1 Bamboo Honeydew Mix,24.995710
B1T1 Premium Chocolate,26.664480
B1T1 Premium Chocolate + Bamboo Charcoal,25.888565
B1T1 Premium Chocolate Bamboo Mix,25.888565
Cappuccino 12Oz, Espresso,21.339300
Latte 12Oz, Espresso,20.625000
Mocha Latte 12Oz, Espresso,28.111300
White Mocha 12Oz, Espresso,32.504200
Caramel Mcciato 12Oz, Espresso,32.787700
Japanese Matcha Green Tea 16Oz,58.668400
Belgian Chocolate 16Oz,53.704000
Hazelnut 16Oz,64.229800
Fresh Caramel Soft Ice,10.712400
Bamboo Charcoal & Fresh Caramel Mix,12.163175
Soft Ice Fresh Caramel 1g Disposal,0.169600
Iced Mocha 16oz,35.844100
Black Cone Bamboo & Caramel Mix,12.343875
Black Cone Fresh Caramel Soft Ice,10.893125
Thai Milk Tea Drink 1ml Disposal,0.025800
B1T1 Quezo de Bola Soft Serve Ice Cream,26.335000
B1T1 Bamboo & Quezo Soft Serve Ice Cream Mix,26.781425
B1T1 Cheese Soft Ice Cream P20,21.424280
B1T1 Ube & Cheese Soft Ice P20,20.084995
Cheese Soft Ice Cream,10.860437
Ube & Cheese Soft Ice Cream P20,10.190794
Soft Ice Cheese 1g Disposal,0.169600
B1T1 Fresh Caramel Soft Ice Cream,-1.000000
B1T1 Bamboo & Fresh Caramel Soft Mix,24.326350
Nestle Pink Lemonade Lychee 12oz,6.270300
Nestle Pink Lemonade Lychee 16oz,10.226800
Nestle Pink Lemonade Lychee 22oz,13.591000
Nestle Pink Lemonade 1ml Disposal,0.020859
Davao Chocolate Soft Ice,10.265700
Bamboo & Davao Chocolate Soft Ice Mix,11.939800
Soft Ice Davao Chocolate 1g Disposal,0.179311
Nestle Guyabano Pineapple 12oz,4.932117
Nestle Guyabano Pineapple 16oz,8.902571
Nestle Guyabano Pineapple 22oz,12.030978
Nestle Sakura Burst 12oz,6.324100
Nestle Sakura Burst 16oz,10.226800
Nestle Sakura Burst 22oz,13.591000
Nestle Guyabano Pineapple 1ml Disposal,0.033312
B1T1 Davao Chocolate Soft Ice,22.391108
Bamboo & Strawberry Soft Ice Mix,11.493400
Strawberry Soft Ice P25,9.372900
Nestle Cucumber Lemonade 200gx12 RM,0.817250
Nestle Kyuri Burst 12oz,5.172667
Nestle Kyuri Burst 16oz,8.817000
Nestle Kyuri Burst 22oz,11.637453
True Brew Americano 8oz,4.910714
True Brew Latte 8oz,7.283918
True Brew Cappuccino8oz,6.390620
True Brew Caramel Macchiatto 8oz,9.433422
True Brew Mocha 8oz,8.454411
True Brew Hot Chocolate 8oz,6.749999
True Brew Americano 12oz,7.366071
True Brew Latte 12oz,11.123644
True Brew Cappuccino 12oz,9.145974
True Brew Caramel Macchiatto 12oz,14.674212
True Brew Mocha 12oz,12.895909
True Brew Hot Chocolate 12oz,9.642856
True Brew Iced Mocha 16oz,23.707005
True Brew Iced Latte 16oz,20.482000
True Brew Iced Caramel Macchiatto 16oz,26.376300
True Brew Iced Chocolate 16oz,17.882146
Milk & Cheese Soft Ice Cream P25,13.169600
Ube Soft serve P25,9.375000
Ube & Cheese Soft Ice Cream P25,10.044600
Bamboo & Ube Soft Ice Mix P25,11.493400
B1T1 Ube Soft Ice P20,18.745710
Japanese Matcha Latte w/ Nata 12oz,15.744628
Taiwan Style Milk Tea w/ Nata 12oz,13.981972
Japanese Matcha Latte 12oz,13.548200
Taiwan Style Milk Tea 12oz,11.839116
Nestle Cucumber 16oz SAVE P15,9.034000
Nestle Guyabano 16oz SAVE P15,9.034000
Nestle Kyuri Burst 16oz SAVE P15,9.034000
DM Pine Juice Free Upsize 16oz to 22oz,12.067200
Nestle Buko 1ml Disposal,0.021200
Cherry Blossom & Honeydew Soft Ice Mix,12.197174
Nestle Buko 12oz,5.609700
Nestle Buko 16oz,9.338200
Nestle Buko 22oz,12.626700
Nestle Summer Burst 12oz,5.519400
Nestle Summer Burst 16oz,9.186200
Nestle Summer Burst 22oz,12.420500
Free Minute Maid Tetra Orange 200ml,0.000000
Free Minute Maid Tetra Apple 200ml,0.000000
PR True Brew Hot Choco 8oz,16.800000
PR True Brew Hot Choco 8oz Refill,16.800000
PR True Brew Hot Choco 12oz,24.000000
PR True Brew Hot Choco 12oz Refill,24.000000
PR True Brew Iced Choco 16oz,42.661600
PR True Brew Iced Choco 16oz Refill,42.661600
Cheesy Vanilla Soft Ice,13.544835
Soft Ice Cheesy Vanilla 1g Disposal,0.223214
Bamboo & Cheesy Vanilla Soft Ice Mix,13.656442
PR True Brew Americano 12oz,7.366100
PR Nestle Cucumber Lemonade 16oz,9.034210
PR Del Monte Pineapple 12oz,6.875608
PR Bread - TB Americano 8oz P20,0.000100
Add-on Nestle Blue Lemonade 16oz,9.034210
Brown Sugar Milk Tea 16oz,25.000000
Brown Sugar Milk Tea 22oz,34.312500
Add-on Pearl,7.537500
Add-on Nata,3.857100
Add-on Brown Sugar Syrup Sachet,2.812500
Survey Free Iced Tea 16oz,0.000100
Black Cone Cheesy Vanilla Soft Ice,14.107110
Black Cone Bamboo & Cheesy Vanilla Mix,14.218717
True Brew Americano 12oz SAVE P4,-1.000000
Tiramisu Soft Ice,13.544835
Bamboo & Tiramisu Soft Ice Mix,13.656442
DSR Tiramisu 1g,0.223214
Free True Brew Americano 8oz,0.000100
Dark Choco 1kgx10 RM,34.375000
Strawberry Lychee 1kgx10 RM,236.100000
PR True Brew Americano 8oz,4.910700
PR Del Monte Pineapple Juice 16oz,9.239000
PR Iced Tea 16oz,7.902500
Green Tea Soft Ice,11.604800
Bamboo Charcoal Soft Ice,13.768050
Green Tea & Charcoal Mix Soft Ice,11.698658
Cafe Americano,3.482180
Cafe Lungo 12Oz,4.285760
Cafe Latte 12Oz,9.857100
Cappuccino 12Oz,7.071440
Cafe Mocha 12Oz,9.857120
Nestle Cucumber Lemonade 12Oz,5.461386
Nestle Cucumber Lemonade 16Oz,9.077074
Nestle Cucumber Lemonade 22Oz,12.267792
Nestle Dalandan 12Oz,4.812102
Nestle Dalandan 16Oz,7.854588
Nestle Dalandan 22Oz,13.403562
Nestle Blue Lemonade 12Oz,5.429238
Nestle Blue Lemonade 16Oz,9.077074
Nestle Blue Lemonade 22Oz,12.267792
Nestle Lemonade 12Oz,5.196778
Nestle Lemonade 16Oz,8.380500
Nestle Lemonade 22Oz,11.191866
Del Monte Pineapple 12Oz,6.929209
Del Monte Pineapple 16Oz,9.239023
Del Monte Pineapple 22Oz,12.138598
Coke 12Oz,11.378500
Coke 16Oz,15.269500
Coke 22Oz,20.943100
Sprite 12Oz,10.115000
Sprite 16Oz,13.105700
Sprite 22Oz,17.745900
Sarsi 12Oz,9.557700
Sarsi 16Oz,12.620400
Sarsi 22Oz,16.999100
Royal TRU Orange 12Oz,9.015400
Royal TRU Orange 16Oz,11.890600
Royal TRU Orange 22Oz,16.256700
Coke LIght 12Oz,8.811200
Coke Light 16Oz,11.313400
Coke Light 22Oz,15.132600
Coke Zero 12Oz,8.341300
Coke Zero 16Oz,11.313400
Coke Zero 22Oz,15.132600
Iced Tea 12Oz,5.984290
Iced Tea 16Oz,7.902505
Iced Tea 22Oz,11.185720
Soft Ice Green Tea 1g Disposal,0.223210
DSR Bamboo Charcoal 1g,0.227700
DSR Soft Serve Cone 1pc,0.000000
Nestle Dalandan 1ml Disposal,0.024200
Nestle Lemonade 1ml Disposal,0.019879
DSF Nestle Blue Lemonade 1mL,0.020431
DSF Nestle Cucumber Lemonade 1mL,0.022900
DSR Tea Concentrate 1g,0.065000
DSF DM Pineapple Juice 1mL,0.147439
Coke Syrup 1mL Disposal,0.254600
Coke Zero Syrup 1mL Disposal,0.186700
Coke Light Syrup 1mL Disposal,0.026800
Royal Syrup 1mL Disposal,0.186700
Sarsi Syrup 1mL Disposal,0.186700
Sprite Syrup 1mL Disposal,0.254600
Nescafe Premium Roast Coffee 8oz,3.583668
Nescafe Cappuccino 8oz,10.420980
Nescafe Caramel Macchiato 8oz,12.053840
Nescafe Mocha 8oz,9.820000
Nescafe Hot Milo 8oz,9.060469
Iced Milo 12oz,13.021400
Iced Caramel Macchiato 12oz,20.395900
Iced Mocha 12oz,17.286900
Cherry Blossom Soft Ice,12.653108
Charcoal & Cherry Blossom Mix Soft Ice,12.944200
Green Tea & Cherry Blossom Mix Soft Ice,11.136100
Gravy Powder Disposal 1 g,0.242856
Minute Maid Orange 5.28 BIB,260.918096
Frozen Chicken Empanada 4pcs/pack,14.285700
Quezo de Bola Soft Serve Mix  1kgx10,218.750000
Popping Oil 1.6Kg/gallon,164.286000
Pop Corn Kernel 1kg,49.107100
Popcorn Wasabi Mayo Seasoning 200g/pack,285.714200
Popcorn Cheese Powder,0.267856
Toasted Bread 12pcs/pack,0.670000
BT Red Xmas Cake Slice RM,40.180000
BT Green Xmas Cake Slice RM,40.180000
Coffee Beans Blend 428 RM,267.860000
Cream Powder 1kg RM,348.210000
Choco Powder 1kg RM,348.210000
Pork Steak RM,37.720000
Beef Caldereta RM,37.720000
Premium Chocolate Soft Serve Mix 1kg,313.150621
Steamed Siomai 16sticks/pack RM,16.964300
Steamed Sharksfin 14sticks/pack RM,16.964300
Chori Burger Meal w/ Hotdog RM,40.723200
Chicken Tocino Meal w/ Hotdog RM,45.357100
Chocolate Drink Mix 35g 400pcs/cs RM,8.011600
Chili Sauce 110g RM (INACTIVE),0.446428
DM Sweetened Four Seasons 6/1L RM,123.241900
Nestle Green Tea Apple 360gx12,0.320684
Nestle Red Tea Strawberry 360gx12,0.320684
MAGGI Mashed Potato Mix 2.5kgx6,659.455400
Chicken Katsu Bicol Express RM,19.642900
Chicken Katsu Mozarella Mayo RM,19.642900
6789 Coffee Beans 1kg RM,267.857100
6789 Chocolate Powder,35.714290
Green Tea Latte Mix 1kg RM,272.321400
6789 Chocolate Powder 1kg RM,357.142800
Coffee Filter Paper Roll,0.446400
Milo Npro Cold Mix 1kg,324.611057
Carnation Condensed Milk 300ml RM,0.138393
8" German Franks 1kg RM (9pcs/pack),296.875000
Van Sealer,3.125000
Breeze Apples 110 pcs/box,16.700000
Coffee Beans Blend 428 RM 1g Disposal,0.267900
Cream Powder 1g Disposal,0.348200
DSR H&S Choco Powder 1g,0.348210
6789 Coffee Beans 1g Disposal,0.267900
6789 Chocolate Powder 1g Disposal,0.357100
Honeydew Soft Serve Mix 1kg/10,187.500000
New Zealand Apples,16.700000
Milo Hot Mix 1g Disposal,0.287310
Nescafe Premium Roast 1g Disposal,1.791804
DSR Nescafe Caramel Macchiato 1g,0.524100
Nestle Lemonade 1g Disposal,0.447280
DSR Nestle Cucumber Lemonade Powder 1g,0.817250
Nestle Dalandan 1g Disposal,0.538400
DSR Nestle Blue Lemonade Powder 1g,0.817250
DSR Milo Cold Mix 1g,0.324612
Nestle Red Tea Strawberry 1g Disposal,0.320700
Nestle Green Tea Apple 1g Disposal,0.336700
DSR DM Sweetened Pineapple Concentrate 1mL,0.127100
Nestle Red Tea Strawberry 1ml Disposal,0.143700
Nestle Green Tea Apple 1ml Disposal,0.143700
Breadtalk Plastic Roll,19.000000
Hongkong Style Milk Tea 1kg RM,232.142800
Black Cone,2.946400
Coke 1.5 L RM (12 bot/case),39.880900
Sprite 1.5 L RM (12 bot/case),39.880900
NZ Sonya Apple,16.000000
Braised Beef RM,30.392800
Korean Pork Strips RM,26.928500
Spanish Kaldereta RM,34.419600
Apple 113pcs/box,16.700000
Melon Shake 1kg RM,129.464204
Buco Pandan Shake 1kg RM,129.287047
Taro Shake 1kg RM,144.325343
Melon Shake Powder 1g Disposal,0.129500
Buco Pandan Shake  Powder 1g Disposal,0.129500
Taro Shake Powder 1g Disposal,0.144424
Hongkong Style Milk Tea Powder 1g disposal,0.232100
Dory Fishball 1pc Disposal,1.875000
Chicken Katsu TomatoMayo Jalapeño RM,19.642900
Chicken Nuggets RM,191.964300
DSF Chicken Nuggets 1pc,3.839286
DSR QB Chicken Breading 1g,0.127000
Lawson Marinated Chicken 8 pc cut,25.186070
Chicken Breading Mix MP 1kg,111.607101
Nestle Alegria Coffee Creamer (24x500g),0.197767
Equal Refined Sugar White 500g RM,0.049160
Equal Refined Sugar Rm 1g Disposal,0.049200
Add P5 for Coco Loops,2.383900
Add P5 for Froot Loops,2.383900
Add P5 for Frosties,2.383900
Nescafe Cappucino 1g Disposal,0.347366
DSR DM Four Season Concentrate 1mL,0.098100
Tea Concentrate 1kg/pack,65.000000
Ube Soft Serve Mix 1kgx10,142.857100
Strawberry Soft Serve Mix 1kgx10,142.857100
Qbites Pork Mechado RM,154.848200
Qbites Chicken Asado RM,154.714200
FB Pork Steak RM,0.160642
FB Chicken Afritada RM,0.160000
NL Pork Sisig RM,0.220536
NL Chicken Sisig RM,0.220536
RT Pork Mechado (RM),15.178600
RT Chicken Asado (RM),15.178600
RT Beef Picadillo (RM),12.973200
RT Chili Con Carne (RM),13.285700
RT Pork Giniling RM,12.685894
RT Pork Sisig RM,14.959961
RT Chicken Sisig RM,14.153511
Full Cream Milk Gippy 1 Liter,62.500000
Fresh Caramel Soft Serve Mix 1kgx10,169.648500
Nescafe Espreso 1g Disposal,0.982100
Nestle Milano Chocolate 1g Disposal,0.600000
Nestle Milano Skimmed Milk 1g Disposal,0.714300
DSR MP Chicken Breading 1g,0.111607
Thai Milk Tea Powder 1g Disposal,0.258900
Chicken Leg Quarter - Smokey BBQ RM,44.642800
Cheese Soft Serve Mix 1kgx10,169.642800
Mister Donut Christmas Box,2.678500
FB Chicken Mushroom Soy RM,0.160000
FB Korean Pork Stew RM,0.160000
FB Beef Gyudon RM,0.160000
FB Pork Paksiw RM,0.160000
Qbites Meatballs with Mushroom Gravy  RM,136.607100
Qbites Sweet & Sour  Meatballs RM,136.607100
Meatballs w/ Mushroom Gravy RM,32.035700
Special Pork Sisig RM 500g,0.186607
Special Chicken Sisig RM 500g,0.186607
Fresh Eggs,4.453100
Nestle Npro Pink Lemonade Lychee 360gx12,0.463534
Nestle Pink Lemonade 1g Disposal,0.460171
Davao Chocolate Soft Serve Mix 1kgx10,160.876897
Nestle Npro Guyabano Pineapple 200gx12,0.800678
DSR MP Gravy Powder 1g,0.214300
Tuna Salpicao RM,33.035700
Thai Curry Sardines RM,33.035700
DSR Nescafe Ice 1g,0.248800
DSF Nescafe White Cofee Shake 1mL,253.400000
Nestle Guyabano Pineapple 1g Disposal,0.740286
Mercato Beans 1g Disposal,0.669600
Fresh Calamansi Disposal 1g,0.082000
Fresh Onion White Disposal 1g,0.060000
Breakfast Meal Java Rice RM,41.071400
Breakfast Meal Garlic Rice RM,41.071400
Embutido 600g,4.761900
Junior Asado Siopao 8pcs/pack,17.857100
Junior Bola-Bola 8pcs/pack,17.857100
Green Tea Latte Mix 500g RM,0.309821
WOW Busog Bologna 250gx16,0.115642
CDO Crispy Burger RM,5.654401
DSF CDO Crispy Burger 1pc,5.654255
Toddy Cold Brew Filter 2 pc,267.857100
PF Star Footlong Hotdog 10+1 1kg,110.267900
Footlong Buns 4pcs/pack,6.250000
Taiwan Style Milk Tea 500g RM,0.267853
CRISPY EMPANADA CHICKEN CURRY RM 6pcs/pack,15.625000
Crispy Empanada Pork Giniling RM 6pcs/pack,15.625000
Chicken Katsu Cheesy Bacon RM,19.642900
Magnolia Cheezee 1/2 Twin Pack,40.179000
V  Sisig Caldereta RM,0.178571
V Sisig Bicol Express RM,0.178571
FB Bopis RM,0.178571
FB Pork Mexican RM,0.178571
FB Pork Giniling RM,-1.000000
FB Menudo RM,0.178571
Jolly Cow Condensada 390g RM,0.062958
True Brew 100% Arabica Coffee Bean 1kg RM,491.071401
Taiwan Style Milk Tea 1ml Disposal,0.267853
Taiwan Style Milk Tea 1g Disposal,0.267850
DSF Black Tapioca Pearl 1g,0.112500
Hotdog Buns 12IN 1pc Disposal,6.250000
DSR True Brew Coffee Bean 1g,0.491000
Ube Turon 6pcs/pack RM,10.044600
Milk & Cheese Soft Serve Mix 1kgx10,218.750000
CHICKEN CUT-UPS 8pcsx12 VR,22.321400
Black Tapioca Pearl 1kg RM,112.500000
NZ FUJI APPLE,16.700000
Chicken Leg Qtr Garlic & Herb RM,50.000000
Nata Crystal 1kg RM,53.571400
DSF Nata Crystal 1g,53.571400
Char Siu - RM,53.571400
WHITE CHICKEN - RM,53.571400
Roast Pork - RM,58.035700
Chicken Feet - RM,31.250000
Ube Pao RM 10pcs per pack,10.714200
Red Bean Pao RM 10pcs/pack,10.714200
Breaded Pork FC 3 slices/pack,35.714200
X-Bacon Regular FC 250g RM,0.196428
Bacon 250g RM,0.224290
DSF Bacon 1 strip,3.504531
Nestle Buko 200gx12 RM,0.846116
Nestle Buko 1g Disposal,0.846100
LC Garlic Ranch Salad Dressing 1L RM,223.571400
PF Deli Cheese Franks per pc disposal,21.949400
Long Grain Rice 25kg St. Claire,39.500000
Garlic Mix 1KG RM,200.892806
DSR Garlic Mix 1g,0.200900
Garlic Bits RM RPO 1KG,250.000000
Tuna Hot Pocket 8pcsx80gRM,17.857100
Pizza Hot Pocket 8pcsx80gRM,19.196400
Cheesy Vanilla Soft Serve Mix 1KG x 10,223.214200
Nestle Blue Lemonade 200gx12 RM,0.817250
Torani 750ml Pump,178.571400
Fresh Eggs BK,5.357100
Orange 88pcs per box,18.500000
Chicken Inasal 10pcs/pack RM,53.571400
Fresh Egg LK,6.607100
Plain Milk Tea 500g RM,0.321428
Brown Sugar Syrup 30mlx250 RM (INACTIVE),0.166666
Choco Drink Mix 1kgx15 RM MP,241.071400
W-Mixed Fruits in Cup,37.100000
Grapes in Cup,41.500000
Pomelo in Cup,43.600000
DSR Gippy Full Cream 1mL,0.062500
DSR Plain Milk Tea 1g,0.321400
DSF Brown Sugar Milk Tea 1mL,0.102678
Brown Sugar Syrup Sachet 15gx400 RM,0.187500
DSR MP Choco Powder 1g,0.241100
CDO Pork Katsu 840gx10 RM,14.550000
Tiramisu Soft Serve Mix 1KG x 10,223.214200
M-Mixed Fruits in Cup,38.392900
CDO Longganisa 1KG RM,189.669600
Fresh Eggs RM - BMA,7.000000
Free Dole Banana,-1.000000
Spicy Tuna Siopao 6pcs/pack  E,23.214300
Add On- Cucumber Dressing 15gms,3.125000
Add On- Cajun Dressing 15gms,3.125000
Cucumber Dressing Sachet 15gmsx400 RM,3.125000
Cajun Dressing Sachet 15gmsx400 RM,3.125000
Garlic Bits RM LK 1kg,223.214300
Hotdog Buns 6pcs/pack,4.732100
Coke BIB 5.28 gal,260.918256
Coke Light BIB 2.64 gal,186.722705
Coke Zero BIB 2.64 gal,186.722705
Sprite BIB 5.28 gal,260.918256
Sarsi BIB 5.28 gal,186.713363
